,id,full_text,location,part_of_s
49,1240955848991670272,"['retweet', ':', 'plan', 'isolation', ':', '-', 'finish', 'papers', '(', '&', 'amp', ';', 'get', 'aheadConfusion', '-', 'attend', 'virtual', 'meetings', '(', '&', 'amp', ';', 'show', 'i', ""'m"", 'tech', 'savvyConfusion', '-', 'exercise', '(', '&', 'amp', ';', 'get', 'rip…']","New York, United States","[('retweet', 'NN'), (':', ':'), ('plan', 'NN'), ('isolation', 'NN'), (':', ':'), ('-', ':'), ('finish', 'NN'), ('papers', 'NNS'), ('(', '('), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('get', 'VB'), ('aheadConfusion', 'NN'), ('-', ':'), ('attend', 'VBP'), ('virtual', 'JJ'), ('meetings', 'NNS'), ('(', '('), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('show', 'NN'), ('i', 'VBZ'), (""'m"", 'VBP'), ('tech', 'JJ'), ('savvyConfusion', 'NN'), ('-', ':'), ('exercise', 'NN'), ('(', '('), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('get', 'VB'), ('rip…', 'NN')]"
50,1240955852158373888,"['retweet', ':', 'coronavirus', ':', '*', 'enters', 'lebron', '’', 's', 'body', '*', 'lebron', '’', 's', 'immune', 'systemEmbarra', '*', '*', 'ed_or_blushing']",,"[('retweet', 'NN'), (':', ':'), ('coronavirus', 'NN'), (':', ':'), ('*', 'JJ'), ('enters', 'NNS'), ('lebron', 'VBP'), ('’', 'JJ'), ('s', 'NN'), ('body', 'NN'), ('*', 'NNP'), ('lebron', 'VBZ'), ('’', 'NNP'), ('s', 'NN'), ('immune', 'NN'), ('systemEmbarra', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('ed_or_blushing', 'VBG')]"
51,1240955852527472642,"['coming', 'soon', '!', 'light', 'recent', 'covid-19', 'developments', 'looking', 'maximise', 'online', 'engagement', 'prospects', 'customers', '.', 'pleased', 'announce', 'launching', 'new', '‘', 'take15', '’', 'webinar', 'series', 'emea', 'audience', '.', 'construction', 'constructionwebinar']",EMEA Tanzania United Republic of United Kingdom,"[('coming', 'VBG'), ('soon', 'RB'), ('!', '.'), ('light', 'JJ'), ('recent', 'JJ'), ('covid-19', 'JJ'), ('developments', 'NNS'), ('looking', 'VBG'), ('maximise', 'NN'), ('online', 'NN'), ('engagement', 'NN'), ('prospects', 'VBZ'), ('customers', 'NNS'), ('.', '.'), ('pleased', 'JJ'), ('announce', 'NN'), ('launching', 'VBG'), ('new', 'JJ'), ('‘', 'NNP'), ('take15', 'NN'), ('’', 'NNP'), ('webinar', 'NN'), ('series', 'NN'), ('emea', 'NN'), ('audience', 'NN'), ('.', '.'), ('construction', 'NN'), ('constructionwebinar', 'NN')]"
52,1240955853529919488,"['retweet', ':', 'message', 'coronavirus', 'girl', '\u2066\u2069', 'heart_suit️', 'walkoutthedoor', 'rainbow', '\u2066\u2069']","Bolton, United Kingdom","[('retweet', 'NN'), (':', ':'), ('message', 'NN'), ('coronavirus', 'NN'), ('girl', 'NN'), ('\u2066\u2069', 'NNP'), ('heart_suit️', 'NN'), ('walkoutthedoor', 'NN'), ('rainbow', 'NN'), ('\u2066\u2069', 'NN')]"
53,1240955856449126400,"['i', ""'m"", 'journalist', '.', 'news', 'topical', ',', 'ie', 'happening', '(', 'evil', 'grin', 'coronavirusConfusion', '.', 'hideous', 'mob', 'murder', 'news', 'per', 'se', '.', 'would', 'think', 'strange', 'daily', 'mail', 'started', 'discussing', 'something', 'happened', '?', 'tragedy', 'responsible', 'convicted']","London, United Kingdom","[('i', 'NN'), (""'m"", 'VBP'), ('journalist', 'NN'), ('.', '.'), ('news', 'NN'), ('topical', 'JJ'), (',', ','), ('ie', 'JJ'), ('happening', 'NN'), ('(', '('), ('evil', 'JJ'), ('grin', 'NN'), ('coronavirusConfusion', 'NN'), ('.', '.'), ('hideous', 'JJ'), ('mob', 'NN'), ('murder', 'NN'), ('news', 'NN'), ('per', 'IN'), ('se', 'NN'), ('.', '.'), ('would', 'MD'), ('think', 'VB'), ('strange', 'JJ'), ('daily', 'JJ'), ('mail', 'NN'), ('started', 'VBD'), ('discussing', 'VBG'), ('something', 'NN'), ('happened', 'VBD'), ('?', '.'), ('tragedy', 'NN'), ('responsible', 'JJ'), ('convicted', 'VBN')]"
54,1240955856507699200,"['covid_19', 'become', 'globel', 'pendemic', 'troughout', 'world', 'people', ""'s"", 'take', 'seriously', 'follow', 'importent', 'precautions', 'therefore', 'beat', 'novel', 'covid-19', 'soon', 'also', 'copreate', 'implement', 'needfull', 'steps']","Jammu, India","[('covid_19', 'NN'), ('become', 'VB'), ('globel', 'JJ'), ('pendemic', 'JJ'), ('troughout', 'NN'), ('world', 'NN'), ('people', 'NNS'), (""'s"", 'POS'), ('take', 'NN'), ('seriously', 'RB'), ('follow', 'JJ'), ('importent', 'NN'), ('precautions', 'NNS'), ('therefore', 'RB'), ('beat', 'VBP'), ('novel', 'JJ'), ('covid-19', 'JJ'), ('soon', 'RB'), ('also', 'RB'), ('copreate', 'JJ'), ('implement', 'NN'), ('needfull', 'JJ'), ('steps', 'NNS')]"
55,1240955856788717568,"['retweet', ':', 'mans', 'house', 'would', 'pop', 'vicodin', 'thursday', 'cure', 'saturday', 'morning', '.']",Indonesia,"[('retweet', 'NN'), (':', ':'), ('mans', 'NNS'), ('house', 'NN'), ('would', 'MD'), ('pop', 'VB'), ('vicodin', 'JJ'), ('thursday', 'JJ'), ('cure', 'NN'), ('saturday', 'NN'), ('morning', 'NN'), ('.', '.')]"
56,1240955857237508097,"['retweet', ':', 'celebrities', 'making', 'singing', 'videos', 'corona', 'virus', 'tops', 'ok', 'cases', 'worldwide']","Brooklyn, United States","[('retweet', 'NN'), (':', ':'), ('celebrities', 'NNS'), ('making', 'VBG'), ('singing', 'VBG'), ('videos', 'JJ'), ('corona', 'NN'), ('virus', 'NN'), ('tops', 'NNS'), ('ok', 'VBP'), ('cases', 'NNS'), ('worldwide', 'VBP')]"
57,1240955860609896449,"['repercussions', 'november', 'impotence', 'governing', 'country', '.', 'booted', 'office', 'landslide', 'victory', 'democrats', '.']",US Miscellaneous Pacific Islands,"[('repercussions', 'NNS'), ('november', 'VBP'), ('impotence', 'NN'), ('governing', 'NN'), ('country', 'NN'), ('.', '.'), ('booted', 'VBN'), ('office', 'NN'), ('landslide', 'NN'), ('victory', 'NN'), ('democrats', 'NNS'), ('.', '.')]"
58,1240955861469736961,"['absolutely', 'true', 'thankful', 'small', 'mercy', 'clearly', 'coronavirus', 'much', 'infectious', '.', 'hence', ',', 'greater', 'number', 'infections', 'death', 'rate', 'going', 'roof', 'outstrip', 'ebola', 'days', 'perhaps', 'even', 'today', '.']",,"[('absolutely', 'RB'), ('true', 'JJ'), ('thankful', 'JJ'), ('small', 'JJ'), ('mercy', 'NNS'), ('clearly', 'RB'), ('coronavirus', 'VBP'), ('much', 'RB'), ('infectious', 'JJ'), ('.', '.'), ('hence', 'NN'), (',', ','), ('greater', 'JJR'), ('number', 'NN'), ('infections', 'NNS'), ('death', 'NN'), ('rate', 'NN'), ('going', 'VBG'), ('roof', 'JJ'), ('outstrip', 'JJ'), ('ebola', 'NN'), ('days', 'NNS'), ('perhaps', 'RB'), ('even', 'RB'), ('today', 'NN'), ('.', '.')]"
59,1240955861842964480,"['retweet', ':', 'brilliant', 'initiative', ',', 'run', 'really', 'impressive', 'people', '.']",,"[('retweet', 'NN'), (':', ':'), ('brilliant', 'JJ'), ('initiative', 'NN'), (',', ','), ('run', 'VBP'), ('really', 'RB'), ('impressive', 'JJ'), ('people', 'NNS'), ('.', '.')]"
60,1240955864942428160,"['retweet', ':', 'coronavirus', 'tsunami', 'engulfed', 'california', 'economy', '.', 'normally', ',', 'state', 'averages', 'unemployment', 'claims', 'a…']",,"[('retweet', 'NN'), (':', ':'), ('coronavirus', 'NN'), ('tsunami', 'NN'), ('engulfed', 'VBD'), ('california', 'JJ'), ('economy', 'NN'), ('.', '.'), ('normally', 'RB'), (',', ','), ('state', 'NN'), ('averages', 'NNS'), ('unemployment', 'NN'), ('claims', 'NNS'), ('a…', 'VBP')]"
61,1240955865181622273,"['mombasa', 'keep', 'insisting', 'masjids', 'remain', 'open', 'prayers', '.']","Mombasa, Kenya","[('mombasa', 'JJ'), ('keep', 'VB'), ('insisting', 'VBG'), ('masjids', 'NNS'), ('remain', 'VBP'), ('open', 'JJ'), ('prayers', 'NNS'), ('.', '.')]"
62,1240955868864229377,"['somebody', 'put', 'a', '*', '*', 'hat', ""'s"", 'pants', 'out', '....']",,"[('somebody', 'NN'), ('put', 'VBD'), ('a', 'DT'), ('*', 'NN'), ('*', 'NNP'), ('hat', 'WP'), (""'s"", 'VBZ'), ('pants', 'NNS'), ('out', 'RP'), ('....', 'NNS')]"
63,1240955868935380993,"['retweet', ':', 'keep', 'washing', 'hands', '.', 'least', 'seconds', ',', 'demo', 'shown', 'small', 'guy', '.', 'ashley', 'raine', '.', 'coronavirus', 'https…']",British Indian Ocean Territory,"[('retweet', 'NN'), (':', ':'), ('keep', 'VB'), ('washing', 'VBG'), ('hands', 'NNS'), ('.', '.'), ('least', 'JJS'), ('seconds', 'NNS'), (',', ','), ('demo', 'VBP'), ('shown', 'VBN'), ('small', 'JJ'), ('guy', 'NN'), ('.', '.'), ('ashley', 'JJ'), ('raine', 'NN'), ('.', '.'), ('coronavirus', 'NN'), ('https…', 'NN')]"
64,1240955868990111744,"['retweet', ':', 'white_heavy_check_mark', 'link', 'countries', 'high', 'concentration', 'malaria', 'coronavirus', 'justsaying', 'backhand_index_pointing_down…']","Sarasota, United States","[('retweet', 'NN'), (':', ':'), ('white_heavy_check_mark', 'NN'), ('link', 'NN'), ('countries', 'NNS'), ('high', 'JJ'), ('concentration', 'NN'), ('malaria', 'NNS'), ('coronavirus', 'VBP'), ('justsaying', 'VBG'), ('backhand_index_pointing_down…', 'NN')]"
65,1240955869065592832,"['retweet', ':', 'staff', 'unmoldova', 'together', 'development', 'partners', 'working', '(', 'from', 'homeConfusion', 'support', 'it…']",Moldova Republic of Chisinau,"[('retweet', 'NN'), (':', ':'), ('staff', 'NN'), ('unmoldova', 'IN'), ('together', 'RB'), ('development', 'NN'), ('partners', 'NNS'), ('working', 'VBG'), ('(', '('), ('from', 'IN'), ('homeConfusion', 'NN'), ('support', 'NN'), ('it…', 'NN')]"
66,1240955869233283073,"['retweet', ':', 'hi', '.', 'yes', ',', 'originated', 'china', ',', 'technical', 'term', 'covid-19', 'mom', 'originated', 'back', 'buick', 'skylark…']","England, United States","[('retweet', 'NN'), (':', ':'), ('hi', 'NN'), ('.', '.'), ('yes', 'UH'), (',', ','), ('originated', 'JJ'), ('china', 'NN'), (',', ','), ('technical', 'JJ'), ('term', 'NN'), ('covid-19', 'JJ'), ('mom', 'NN'), ('originated', 'VBD'), ('back', 'RB'), ('buick', 'JJ'), ('skylark…', 'NN')]"
67,1240957472162054151,"['researcher', 'cautions', 'people', 'use', '‘', 'akpeteshi', '’', 'amid', 'covid-19', '–', 'campus', '/7', 'news']",UDS Ghana Nyankpala,"[('researcher', 'NN'), ('cautions', 'NNS'), ('people', 'NNS'), ('use', 'VBP'), ('‘', 'JJ'), ('akpeteshi', 'NN'), ('’', 'NNP'), ('amid', 'IN'), ('covid-19', 'JJ'), ('–', 'NNP'), ('campus', 'NN'), ('/7', 'NNP'), ('news', 'NN')]"
68,1240957472266784768,"['retweet', ':', 'italian', 'man', 'jaipur', 'counted', 'among', 'dead', 'india', 'due', 'coronavirus', ':', 'health', 'ministry']",British Indian Ocean Territory,"[('retweet', 'NN'), (':', ':'), ('italian', 'JJ'), ('man', 'NN'), ('jaipur', 'NN'), ('counted', 'VBN'), ('among', 'IN'), ('dead', 'JJ'), ('india', 'NNS'), ('due', 'JJ'), ('coronavirus', 'NNS'), (':', ':'), ('health', 'NN'), ('ministry', 'NN')]"
69,1240957476998176769,"['much', 'I', 'take', 'watchin', 'corona', 'news', '..', 'questioning', 'doctors', 'hopeless', 'panic', ',', 'to', 'brinks', 'tears', 'reportin', 'year', 'old', 'dying', 'corona', '...', 'yes', '..', 'thats', 'enough', 'corona', 'terror', 'day', 'time', 'turn', 'television', '.']",USA,"[('much', 'JJ'), ('I', 'PRP'), ('take', 'VBP'), ('watchin', 'JJ'), ('corona', 'JJ'), ('news', 'NN'), ('..', 'NNP'), ('questioning', 'VBG'), ('doctors', 'NNS'), ('hopeless', 'JJ'), ('panic', 'NN'), (',', ','), ('to', 'TO'), ('brinks', 'VB'), ('tears', 'NNS'), ('reportin', 'JJ'), ('year', 'NN'), ('old', 'JJ'), ('dying', 'NN'), ('corona', 'NN'), ('...', ':'), ('yes', 'RB'), ('..', 'JJ'), ('thats', 'NNS'), ('enough', 'RB'), ('corona', 'JJ'), ('terror', 'NN'), ('day', 'NN'), ('time', 'NN'), ('turn', 'VB'), ('television', 'NN'), ('.', '.')]"
70,1240957484053024768,"['retweet', ':', 'coronavirus', ':', '*', 'enters', 'lebron', '’', 's', 'body', '*', 'lebron', '’', 's', 'immune', 'systemEmbarra', '*', '*', 'ed_or_blushing']","Bordeaux, France","[('retweet', 'NN'), (':', ':'), ('coronavirus', 'NN'), (':', ':'), ('*', 'JJ'), ('enters', 'NNS'), ('lebron', 'VBP'), ('’', 'JJ'), ('s', 'NN'), ('body', 'NN'), ('*', 'NNP'), ('lebron', 'VBZ'), ('’', 'NNP'), ('s', 'NN'), ('immune', 'NN'), ('systemEmbarra', 'NN'), ('*', 'NNP'), ('*', 'NNP'), ('ed_or_blushing', 'VBG')]"
71,1240957488456806402,"['retweet', ':', 'so', ',', 'last', 'week', 'I', 'battling', 'covid-19', '&', 'amp', ';', 'pneumonia', '.', 'never', 'life', 'I', 'ill.', '“', 'young', 'people', 'aren', '’', 't…']","California, United States","[('retweet', 'NN'), (':', ':'), ('so', 'RB'), (',', ','), ('last', 'JJ'), ('week', 'NN'), ('I', 'PRP'), ('battling', 'VBG'), ('covid-19', 'JJ'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('pneumonia', 'NN'), ('.', '.'), ('never', 'RB'), ('life', 'NN'), ('I', 'PRP'), ('ill.', 'VBP'), ('“', 'JJ'), ('young', 'JJ'), ('people', 'NNS'), ('aren', 'VBP'), ('’', 'JJ'), ('t…', 'NN')]"
72,1240957488658333696,"['retweet', ':', 'new', 'hospitals', 'built', 'india', 'nehru', 'died', 'hospitals', 'built', 'nehru', 'open', '?']",Earth,"[('retweet', 'NN'), (':', ':'), ('new', 'JJ'), ('hospitals', 'NNS'), ('built', 'VBN'), ('india', 'JJ'), ('nehru', 'NN'), ('died', 'VBD'), ('hospitals', 'NNS'), ('built', 'VBN'), ('nehru', 'RB'), ('open', 'JJ'), ('?', '.')]"
73,1240957488956137472,"['retweet', ':', 'myles', 'stephenson', 'says', 'horrific', 'accident', 'left', ""'high"", 'risk', ""'"", 'coronavirus']",,"[('retweet', 'NN'), (':', ':'), ('myles', 'NNS'), ('stephenson', 'VBP'), ('says', 'VBZ'), ('horrific', 'JJ'), ('accident', 'NN'), ('left', 'VBD'), (""'high"", 'JJ'), ('risk', 'NN'), (""'"", 'POS'), ('coronavirus', 'NN')]"
74,1240957489203609600,"['retweet', ':', 'celebrities', 'self-isolating', 'days', 'now', ',', 'safe', 'say', 'coping', 'better', 'others']","England, United States","[('retweet', 'NN'), (':', ':'), ('celebrities', 'NNS'), ('self-isolating', 'JJ'), ('days', 'NNS'), ('now', 'RB'), (',', ','), ('safe', 'JJ'), ('say', 'VBP'), ('coping', 'VBG'), ('better', 'JJR'), ('others', 'NNS')]"
75,1240957522795692032,"['et', 'felicito', 'fill', '!', '!']",,"[('et', 'NN'), ('felicito', 'NN'), ('fill', 'NN'), ('!', '.'), ('!', '.')]"
76,1240957475798552577,"['retweet', ':', 'whole', 'thing', 'with', ',', 'we', ""'ll"", 'lot', 'people', 'dead', 'coronavirus', ',', 'bunch', 'republican', 'senator…']","Chicago, United States","[('retweet', 'NN'), (':', ':'), ('whole', 'JJ'), ('thing', 'NN'), ('with', 'IN'), (',', ','), ('we', 'PRP'), (""'ll"", 'MD'), ('lot', 'VB'), ('people', 'NNS'), ('dead', 'JJ'), ('coronavirus', 'NN'), (',', ','), ('bunch', 'JJ'), ('republican', 'JJ'), ('senator…', 'NN')]"
77,1240957480273956865,"['andrew', 'cuomo', 'blasts', 'celebs', 'get', 'coronavirus', 'tests', 'regular', 'people', 'via']",,"[('andrew', 'NN'), ('cuomo', 'NN'), ('blasts', 'NNS'), ('celebs', 'VBP'), ('get', 'VB'), ('coronavirus', 'JJ'), ('tests', 'NNS'), ('regular', 'JJ'), ('people', 'NNS'), ('via', 'IN')]"
78,1240957509218766848,"['retweet', ':', 'ahps', 'voluntarily', 'left', 'hcpc', 'register', 'last', 'years', 'wish', 'temporarily', 'return', 'help', 'addr…']","Northampton, United Kingdom","[('retweet', 'NN'), (':', ':'), ('ahps', 'JJ'), ('voluntarily', 'RB'), ('left', 'VBD'), ('hcpc', 'JJ'), ('register', 'NN'), ('last', 'JJ'), ('years', 'NNS'), ('wish', 'JJ'), ('temporarily', 'RB'), ('return', 'VB'), ('help', 'NN'), ('addr…', 'VB')]"
79,1240957509927657472,"['dog', 'tested', 'positive', 'coronavirus', 'died', 'it', '’', 's', 'owner', 'tested', 'positive', '.', 'tell', 'public', 'know', 'this', '?', 'thismorning']",,"[('dog', 'NN'), ('tested', 'VBD'), ('positive', 'JJ'), ('coronavirus', 'NN'), ('died', 'VBD'), ('it', 'PRP'), ('’', 'NNP'), ('s', 'VBD'), ('owner', 'NN'), ('tested', 'VBD'), ('positive', 'JJ'), ('.', '.'), ('tell', 'VB'), ('public', 'JJ'), ('know', 'VB'), ('this', 'DT'), ('?', '.'), ('thismorning', 'VBG')]"
80,1240957513291489281,"['retweet', ':', 'coming', 'uk', '’', 's', 'way', '—', 'london', 'getting', 'swamped', 'first', '.', 'anyone', 'still', 'going', 'drinking', 'pubs', ',', '…']","Solihull, United Kingdom","[('retweet', 'NN'), (':', ':'), ('coming', 'JJ'), ('uk', 'JJ'), ('’', 'NNP'), ('s', 'NN'), ('way', 'NN'), ('—', 'IN'), ('london', 'JJ'), ('getting', 'VBG'), ('swamped', 'VBD'), ('first', 'RB'), ('.', '.'), ('anyone', 'NN'), ('still', 'RB'), ('going', 'VBG'), ('drinking', 'VBG'), ('pubs', 'NNS'), (',', ','), ('…', 'NN')]"
81,1240957513454874624,"['retweet', ':', 'get', 'chance', 'thankateacher', 'so', ',', 'deserve', 'it', '.', 'get', 'chance', 'thank', 'school', 'administrator', 'staff', '[', 'wh…']","Mortlake, Australia","[('retweet', 'NN'), (':', ':'), ('get', 'VB'), ('chance', 'NN'), ('thankateacher', 'RB'), ('so', 'RB'), (',', ','), ('deserve', 'VB'), ('it', 'PRP'), ('.', '.'), ('get', 'VB'), ('chance', 'NN'), ('thank', 'JJ'), ('school', 'NN'), ('administrator', 'NN'), ('staff', 'NN'), ('[', 'NNP'), ('wh…', 'NN')]"
82,1240957513564073984,"['think', 'end', 'coronavirus', 'i', '’', 'm', 'going', 'expert', 'old', 'tool', 'restoration', 'woodwork', 'looking', 'many', 'videos', 'i', '’', 've', 'watched', 'facebook', 'already']",,"[('think', 'JJ'), ('end', 'NN'), ('coronavirus', 'NN'), ('i', 'NN'), ('’', 'VBP'), ('m', 'NN'), ('going', 'VBG'), ('expert', 'JJ'), ('old', 'JJ'), ('tool', 'NN'), ('restoration', 'NN'), ('woodwork', 'NN'), ('looking', 'VBG'), ('many', 'JJ'), ('videos', 'NNS'), ('i', 'VBP'), ('’', 'VBP'), ('ve', 'NN'), ('watched', 'VBN'), ('facebook', 'NN'), ('already', 'RB')]"
83,1240957513664802816,"['retweet', ':', 'extraordinary', 'decision', 'r4', 'self-interested', ',', 'low-paying', ',', 'wetherspoons', 'multi-millionaire', 'owner', 'o…']","Paris, France","[('retweet', 'NN'), (':', ':'), ('extraordinary', 'JJ'), ('decision', 'NN'), ('r4', 'NN'), ('self-interested', 'JJ'), (',', ','), ('low-paying', 'JJ'), (',', ','), ('wetherspoons', 'NNS'), ('multi-millionaire', 'VBP'), ('owner', 'NN'), ('o…', 'NN')]"
84,1240957513689894912,"['retweet', ':', 'family', 'shall', 'see', 'rising', 'corona', 'virus', 'shall', 'witness', 'falling', ';', 'without', 'affected…']",,"[('retweet', 'NN'), (':', ':'), ('family', 'NN'), ('shall', 'MD'), ('see', 'VB'), ('rising', 'VBG'), ('corona', 'NNS'), ('virus', 'JJ'), ('shall', 'MD'), ('witness', 'VB'), ('falling', 'VBG'), (';', ':'), ('without', 'IN'), ('affected…', 'NN')]"
85,1240957513761243136,"['retweet', ':', 'coronavirus', 'great', 'job', 'showing', 'us', 'countries', 'good', 'leadership', 'working', 'systems', '.', 'ca', ""n't"", 'politic', 'you…']","Mombasa, Kenya","[('retweet', 'NN'), (':', ':'), ('coronavirus', 'NN'), ('great', 'JJ'), ('job', 'NN'), ('showing', 'VBG'), ('us', 'PRP'), ('countries', 'NNS'), ('good', 'JJ'), ('leadership', 'NN'), ('working', 'VBG'), ('systems', 'NNS'), ('.', '.'), ('ca', 'MD'), (""n't"", 'RB'), ('politic', 'VB'), ('you…', 'NN')]"
86,1240957513799008257,"['retweet', ':', 'shortest', 'opinion', 'piece', 'I', 'seen', 'long', 'time', 'covid19']","Falls Gravity, United States","[('retweet', 'NN'), (':', ':'), ('shortest', 'JJS'), ('opinion', 'NN'), ('piece', 'NN'), ('I', 'PRP'), ('seen', 'VBN'), ('long', 'JJ'), ('time', 'NN'), ('covid19', 'NN')]"
87,1240957517485703169,"['retweet', ':', 'great', 'work', 'wapo', 'photographer', '.']","California, United States","[('retweet', 'NN'), (':', ':'), ('great', 'JJ'), ('work', 'NN'), ('wapo', 'NN'), ('photographer', 'NN'), ('.', '.')]"
88,1240957518156832775,"['covid19', 'latest', 'russia', 'confirmed', 'death', 'north', 'korea', 'silence', 'tibet', 'confirmed', '..........', 'what', 'farce']","Warwick, United Kingdom","[('covid19', 'NN'), ('latest', 'JJS'), ('russia', 'NN'), ('confirmed', 'VBD'), ('death', 'NN'), ('north', 'NN'), ('korea', 'VBD'), ('silence', 'NN'), ('tibet', 'NN'), ('confirmed', 'VBD'), ('..........', 'NNP'), ('what', 'WP'), ('farce', 'NN')]"
89,1240957522045030401,"['immediate', 'family', 'including', 'underlying', 'ailments', 'would', 'reason', 'make', 'us', 'susceptible', 'coronavirus', '.', 'trust', 'I', 'say', 'opposite', '.', 'god', 'protected', 'well', 'poor', 'deplorable', '.', 'I', 'anybody', 'close', 'disappears', '...']",,"[('immediate', 'JJ'), ('family', 'NN'), ('including', 'VBG'), ('underlying', 'JJ'), ('ailments', 'NNS'), ('would', 'MD'), ('reason', 'NN'), ('make', 'VB'), ('us', 'PRP'), ('susceptible', 'JJ'), ('coronavirus', 'NN'), ('.', '.'), ('trust', 'NN'), ('I', 'PRP'), ('say', 'VBP'), ('opposite', 'JJ'), ('.', '.'), ('god', 'NN'), ('protected', 'VBD'), ('well', 'RB'), ('poor', 'JJ'), ('deplorable', 'JJ'), ('.', '.'), ('I', 'PRP'), ('anybody', 'VBP'), ('close', 'JJ'), ('disappears', 'NNS'), ('...', ':')]"
90,1240957522057576448,"['florida', 'stpetersburg', 'tampa', 'visitflorida', '(', 'sent', 'wfla', 'news', 'Confusion']",Petersburg Florida Afghanistan,"[('florida', 'NN'), ('stpetersburg', 'NN'), ('tampa', 'NN'), ('visitflorida', 'NN'), ('(', '('), ('sent', 'JJ'), ('wfla', 'NN'), ('news', 'NN'), ('Confusion', 'NN')]"
91,1240957522489544705,"['retweet', ':', 'final', 'year', 'students', ':', 'last', 'card', 'asuu', ':', 'pick', 'corona', ':', 'everybody', 'general', 'market']",Nigeria,"[('retweet', 'NN'), (':', ':'), ('final', 'JJ'), ('year', 'NN'), ('students', 'NNS'), (':', ':'), ('last', 'JJ'), ('card', 'NN'), ('asuu', 'NN'), (':', ':'), ('pick', 'JJ'), ('corona', 'NN'), (':', ':'), ('everybody', 'NN'), ('general', 'JJ'), ('market', 'NN')]"
92,1240957522711846913,"['remember', 'put', '🇺🇸', 'flags', 'everyone', '!']","Youngstown, United States","[('remember', 'VB'), ('put', 'VBN'), ('🇺🇸', 'NNP'), ('flags', 'NNS'), ('everyone', 'NN'), ('!', '.')]"
93,1240957522862841856,"['retweet', ':', 'remarkably', ',', 'burr', 'loeffler', 'sat', 'next', 'throughout', 'impeachment', 'hearings', ',', 'occurred', 'started…']","Belfast, United Kingdom","[('retweet', 'NN'), (':', ':'), ('remarkably', 'RB'), (',', ','), ('burr', 'JJ'), ('loeffler', 'NN'), ('sat', 'VBD'), ('next', 'JJ'), ('throughout', 'IN'), ('impeachment', 'JJ'), ('hearings', 'NNS'), (',', ','), ('occurred', 'VBD'), ('started…', 'NN')]"
